"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자
302-2-000058,쌍용 제1공영주차장,공영,노외,충청남도 천안시 서북구 미라3길 16,충청남도 천안시 서북구 쌍용동 1178,111,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,200,,10000,80000,카드+가상계좌입금,유료 운영시간: 09:00 ~ 21:00 / 최초30분 무료 / 30분초과 시 10분마다 200원(2시간 이내)+2시간 초과 시 10분마다300원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.8010241,127.1308965,,2024-06-18
302-2-000060,쌍용 제2공영주차장,공영,노외,,충청남도 천안시 서북구 쌍용동 655,70,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.800345,127.125688,,2024-06-18
302-2-000061,쌍용 제3공영주차장,공영,노외,,충청남도 천안시 서북구 쌍용동 1299,13,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.8003095,127.1256807,,2024-06-18
302-2-000062,성정 제2공영주차장,공영,노외,충청남도 천안시 서북구 서부대로 648-23,충청남도 천안시 서북구 성정동 438-3,69,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.82466276,127.1352845,,2024-06-18
302-2-000063,불당 제1공영주차장,공영,노외,충청남도 천안시 서북구 검은들1길 15,충청남도 천안시 서북구 불당동 709,144,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,200,24,10000,80000,카드+가상계좌입금,최초30분 무료 / 30분초과 시 10분마다 200원(2시간 이내)+2시간 초과 시 10분마다 300원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.81122082,127.1095158,,2024-06-18
302-2-000064,불당 제2공영주차장,공영,노외,충청남도 천안시 서북구 검은들3길 3,충청남도 천안시 서북구 불당동 735,49,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,200,24,10000,80000,카드+가상계좌입금,최초30분 무료 / 30분초과 시 10분마다 200원(2시간 이내)+2시간 초과 시 10분마다 300원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.81054256,127.1110928,,2024-06-18
302-2-000065,불당 제3공영주차장,공영,노외,,충청남도 천안시 서북구 불당동 910,57,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.80528955,127.1080386,,2024-06-18
302-2-000066,불당 제4공영주차장,공영,노외,,충청남도 천안시 서북구 불당동 970,28,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.8037354,127.108518,,2024-06-18
302-2-000067,두정역 제1공영주차장,공영,노외,충청남도 천안시 서북구 두정로 310,충청남도 천안시 서북구 두정동 91-1,42,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,100,24,5000,40000,카드+가상계좌입금,환승주차장 / 최초30분 무료 / 30분초과 시 10분마다 100원(2시간 이내)+2시간 초과 시 10분마다 200원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.83176092,127.1510379,,2024-06-18
302-2-000069,성성 제1공영주차장,공영,노외,,충청남도 천안시 서북구 성성동 511-9,86,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.83859055,127.1166418,,2024-06-18
302-2-000070,쌍용 제5공영주차장,공영,노외,,충청남도 천안시 서북구 쌍용동 2114,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.807032,127.117955,,2024-06-18
302-2-000071,성환 제1공영주차장,공영,노외,,충청남도 천안시 서북구 성환읍 성환리 357-10,24,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.91647011,127.131189,,2024-06-18
302-2-000072,두정 제1공영주차장,공영,노외,충청남도 천안시 서북구 두정상가7길 12,충청남도 천안시 서북구 두정동 1366,18,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,200,24,10000,80000,카드+가상계좌입금,최초30분 무료 / 30분초과 시 10분마다 200원(2시간 이내)+2시간 초과 시 10분마다 300원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.8311333,127.1391441,,2024-06-18
302-2-000073,성거 제1공영주차장,공영,노외,,충청남도 천안시 서북구 성거읍 천흥리 430-5,47,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.872552,127.201385,,2024-06-18
302-2-000096,불당 제5공영주차장,공영,노외,충청남도 천안시 서북구 불당25로 154,충청남도 천안시 서북구 불당동 1543,130,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,30,0,10,500,24,10000,80000,카드+가상계좌입금,최초30분 무료 / 30분초과 시 10분마다 200원(2시간 이내)+2시간 초과 시 10분마다 300원 / 경차 및 장애인 50 할인,천안도시공사,041-529-5120,36.81491719,127.1079523,,2024-06-18
302-2-000102,성거 제2공영주차장,공영,노외,충청남도 천안시 서북구 성거읍 성거길 95-1,충청남도 천안시 서북구 성거읍 저리 54-3,25,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.87410144,127.2013641,,2024-06-18
302-2-000103,성정 제1공영주차장,공영,노외,,충청남도 천안시 서북구 성정동 175-1,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.812871,127.145689,,2024-06-18
302-2-000104,성정 제3공영주차장,공영,노외,,충청남도 천안시 서북구 성정동 602-35,27,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.81473768,127.142416,,2024-06-18
302-2-000105,쌍용 제4공영주차장,공영,노외,,충청남도 천안시 서북구 쌍용동 2074,44,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.7875699,127.1141843,,2024-06-18
302-2-000106,쌍용 제6공영주차장,공영,노외,,충청남도 천안시 서북구 쌍용동 1566,52,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.79230641,127.118594,,2024-06-18
302-2-000107,쌍용 제7공영주차장,공영,노외,,충청남도 천안시 서북구 쌍용동 1564,19,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.79261341,127.117988,,2024-06-18
302-2-000108,쌍용역 제1공영주차장,공영,노외,,"충청남도 천안시 서북구 쌍용동 409-2, 410-2",54,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5120,36.794407,127.122591,,2024-06-18
302-3-000109,천안축구센터주차장,공영,부설,충청남도 천안시 서북구 축구센터로 150,충청남도 천안시 서북구 성정동 354,358,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5170,36.82144008,127.1457655,,2024-06-18
302-3-000110,천안종합운동장,공영,부설,충청남도 천안시 서북구 번영로 208,충청남도 천안시 서북구 백석동 208 종합운동장,1430,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,,,,,,,,,천안도시공사,041-529-5000,36.81910075,127.1133052,,2024-06-18
302-2-000111,노태공원공영주차장,공영,노외,충청남도 천안시 서북구 노태산로131,,98,기타,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,혼합,120,0,10,200,,5000,,카드+가상계좌입금,최초120분 무료 / 120분초과 시 10분마다 400원(3시간이내)+3시간 초과 시 10분마다 500원,천안도시공사,041-529-5001,36.83827894,127.1282899,,2024-06-18
